id_caja,id_producto,peso,descripcion
1,2082,10.4,Sin descripcion
3,824,10.4,Sin descripcion
2,225,2.0,Sin descripcion
4,332,1.3,Fragil
1,1730,10.6,Sin descripcion
3,2904,9.8,Fragil
1,2286,3.6,Fragil
3,1596,3.5,Sin descripcion
3,784,3.2,Fragil
2,2056,6.2,Fragil
1,2978,7.7,Sin descripcion
1,2621,6.3,Fragil
3,3620,1.3,Fragil
2,3383,6.6,Fragil
1,261,10.4,Sin descripcion
2,526,4.6,Fragil
1,2299,5.8,Fragil
1,2538,2.8,Fragil
4,487,4.4,Fragil
4,1317,9.9,Sin descripcion
1,1971,5.8,Fragil
2,1660,4.5,Fragil
1,178,10.6,Sin descripcion
2,192,9.9,Sin descripcion
2,2742,1.6,Fragil
1,2700,6.8,Sin descripcion
2,2944,1.7,Fragil
1,3300,6.3,Fragil
1,3572,8.3,Sin descripcion
1,3539,3.3,Fragil
2,2692,1.2,Sin descripcion
1,1682,2.4,Fragil
4,756,3.0,Fragil
2,3241,7.3,Fragil
4,580,2.9,Fragil
1,1553,3.4,Fragil
1,3545,1.4,Sin descripcion
2,2655,10.3,Sin descripcion
4,2248,1.2,Fragil
1,2961,9.5,Fragil
2,1900,9.8,Sin descripcion
1,531,2.5,Sin descripcion
3,3546,4.7,Sin descripcion
4,998,4.8,Sin descripcion
1,82,3.1,Fragil
2,2449,3.5,Fragil
2,3084,4.5,Fragil
2,1158,4.5,Fragil
2,3060,3.7,Sin descripcion
2,1046,2.7,Fragil
2,1921,2.1,Fragil
1,2191,7.8,Sin descripcion
2,2913,1.4,Fragil
1,937,4.7,Sin descripcion
4,2724,8.9,Sin descripcion
1,2134,3.3,Fragil
2,2585,1.4,Fragil
3,363,3.3,Sin descripcion
1,1154,6.5,Sin descripcion
3,3054,7.0,Fragil
1,2511,9.0,Sin descripcion
4,3562,10.1,Fragil
4,3477,10.7,Fragil
1,2537,2.1,Fragil
3,2900,9.9,Sin descripcion
1,2180,2.0,Sin descripcion
1,1118,5.1,Sin descripcion
2,3551,6.2,Fragil
2,576,2.0,Fragil
1,1704,8.6,Sin descripcion
3,2734,5.3,Sin descripcion
2,3131,7.4,Sin descripcion
1,2437,2.8,Fragil
2,3333,3.8,Sin descripcion
1,2988,9.1,Sin descripcion
2,3192,4.2,Fragil
1,3670,9.8,Sin descripcion
2,2754,2.1,Fragil
1,2371,2.5,Sin descripcion
2,1640,10.2,Sin descripcion
2,3534,5.8,Sin descripcion
1,1452,6.2,Sin descripcion
4,599,2.9,Fragil
2,1857,5.1,Fragil
2,1292,3.2,Sin descripcion
2,2950,8.8,Sin descripcion
2,1181,9.3,Sin descripcion
1,658,5.5,Sin descripcion
1,2372,6.7,Sin descripcion
2,2874,7.9,Fragil
2,835,4.2,Sin descripcion
4,2572,9.5,Fragil
1,1232,9.7,Sin descripcion
1,582,9.7,Fragil
2,1260,3.3,Fragil
1,1773,9.9,Sin descripcion
1,3375,4.6,Fragil
4,888,6.2,Fragil
1,1171,9.6,Sin descripcion
1,3249,10.8,Fragil
2,2659,9.0,Sin descripcion
1,2,6.0,Sin descripcion
1,941,7.5,Sin descripcion
2,1823,5.6,Fragil
3,1016,7.9,Sin descripcion
1,2579,8.9,Sin descripcion
1,1926,7.3,Fragil
3,1079,7.1,Fragil
1,457,1.6,Sin descripcion
1,2092,3.2,Fragil
2,363,3.5,Fragil
2,2055,3.1,Sin descripcion
1,2068,7.0,Sin descripcion
2,2925,7.9,Sin descripcion
3,2562,7.5,Fragil
2,2876,3.4,Sin descripcion
1,2820,5.5,Sin descripcion
1,1786,3.1,Sin descripcion
2,300,2.5,Sin descripcion
2,352,5.3,Fragil
3,1968,2.2,Sin descripcion
2,2236,10.9,Sin descripcion
3,2714,4.1,Sin descripcion
4,530,2.3,Fragil
3,3009,4.9,Fragil
3,1303,5.1,Fragil
1,657,4.3,Fragil
1,3455,2.3,Fragil
1,2847,6.9,Fragil
1,2964,2.1,Sin descripcion
3,1177,10.9,Sin descripcion
1,1046,9.8,Sin descripcion
1,1178,6.2,Sin descripcion
4,3370,4.3,Fragil
2,2859,8.0,Sin descripcion
3,2672,6.4,Sin descripcion
3,2203,10.0,Fragil
1,2124,6.3,Sin descripcion
2,1403,2.9,Fragil
2,3599,3.0,Sin descripcion
3,698,9.8,Fragil
2,3626,3.6,Sin descripcion
2,1866,3.1,Fragil
2,3655,3.7,Fragil
1,1021,2.5,Sin descripcion
3,3092,4.2,Sin descripcion
3,1709,7.7,Sin descripcion
1,1281,7.1,Sin descripcion
3,1748,3.4,Sin descripcion
3,2843,6.7,Sin descripcion
1,1871,2.4,Fragil
2,2734,10.5,Sin descripcion
1,1109,6.2,Sin descripcion
2,3295,5.7,Sin descripcion
1,3018,9.0,Sin descripcion
1,893,2.5,Fragil
3,2404,1.3,Fragil
1,2150,8.5,Sin descripcion
1,1945,3.1,Sin descripcion
3,2325,5.4,Fragil
1,639,3.3,Sin descripcion
3,1950,1.1,Sin descripcion
1,1981,4.0,Sin descripcion
2,294,4.8,Sin descripcion
1,3083,3.6,Fragil
2,1929,5.4,Sin descripcion
1,285,4.7,Sin descripcion
1,3707,9.6,Fragil
1,1825,5.9,Fragil
1,607,1.5,Sin descripcion
2,477,1.1,Sin descripcion
1,2800,2.4,Fragil
1,138,1.5,Sin descripcion
1,3646,10.9,Fragil
3,1234,7.2,Fragil
1,3254,1.6,Sin descripcion
2,2975,1.1,Sin descripcion
1,2050,8.7,Sin descripcion
4,1092,9.9,Sin descripcion
1,2858,3.6,Sin descripcion
2,1450,8.0,Fragil
2,110,1.4,Sin descripcion
4,1028,9.2,Fragil
2,2858,5.5,Sin descripcion
3,190,7.5,Sin descripcion
2,2826,8.8,Sin descripcion
1,965,10.4,Fragil
2,1406,1.1,Fragil
3,3108,7.2,Fragil
1,3574,5.2,Fragil
3,754,1.0,Sin descripcion
2,3598,6.0,Fragil
1,2993,2.0,Fragil
1,580,6.5,Fragil
2,1232,3.8,Sin descripcion
1,927,5.1,Sin descripcion
2,1972,8.0,Fragil
3,562,8.4,Sin descripcion
1,3655,8.1,Sin descripcion
3,332,8.1,Sin descripcion
2,3447,7.2,Sin descripcion
3,2299,5.7,Sin descripcion
4,414,2.8,Sin descripcion
3,20,1.2,Sin descripcion
2,2397,1.1,Fragil
1,1223,3.3,Sin descripcion
3,2598,10.1,Sin descripcion
1,1685,3.0,Fragil
3,874,3.7,Sin descripcion
1,659,8.8,Fragil
3,2375,6.1,Sin descripcion
3,605,6.9,Fragil
1,162,4.5,Fragil
4,3195,5.8,Fragil
1,514,2.0,Sin descripcion
3,1381,9.0,Fragil
1,2902,4.0,Sin descripcion
2,2502,1.1,Fragil
3,1158,1.7,Fragil
1,1174,3.9,Fragil
3,1844,6.8,Sin descripcion
1,2450,9.5,Sin descripcion
1,688,10.4,Sin descripcion
2,3280,5.7,Sin descripcion
1,492,4.1,Fragil
1,1660,5.8,Fragil
1,2557,5.0,Fragil
2,1874,4.2,Sin descripcion
2,389,1.3,Sin descripcion
2,369,6.8,Sin descripcion
1,1572,1.0,Fragil
1,1513,1.1,Fragil
3,3677,10.6,Fragil
1,2770,8.0,Fragil
2,3148,3.2,Sin descripcion
2,2437,10.2,Sin descripcion
1,883,8.2,Fragil
1,487,7.0,Fragil
1,2667,9.0,Sin descripcion
1,2259,9.9,Sin descripcion
3,1580,4.2,Fragil
3,1284,2.3,Fragil
4,3557,8.4,Sin descripcion
1,1296,9.8,Sin descripcion
1,3652,1.4,Fragil
1,3404,2.9,Fragil
4,3261,6.0,Fragil
1,384,7.0,Sin descripcion
1,3097,6.0,Fragil
2,3336,10.3,Fragil
1,621,6.2,Fragil
3,50,4.5,Fragil
3,1331,6.7,Fragil
1,2515,3.6,Sin descripcion
2,941,10.3,Fragil
1,1486,5.6,Fragil
1,3286,1.2,Fragil
1,2012,10.6,Sin descripcion
2,845,4.8,Sin descripcion
1,3610,5.5,Sin descripcion
3,3548,4.2,Sin descripcion
2,2121,7.5,Fragil
2,821,9.5,Sin descripcion
2,1011,3.4,Sin descripcion
2,517,4.8,Sin descripcion
1,284,3.5,Sin descripcion
2,532,6.1,Fragil
4,2334,5.5,Fragil
3,1931,1.1,Fragil
3,539,5.6,Fragil
1,3546,3.0,Fragil
1,2468,2.9,Fragil
2,1671,7.5,Fragil
1,633,5.4,Fragil
1,858,3.5,Sin descripcion
1,155,8.2,Sin descripcion
2,1901,10.6,Sin descripcion
2,2881,3.6,Fragil
1,2901,2.9,Fragil
1,3153,8.4,Sin descripcion
2,3368,8.8,Sin descripcion
3,167,3.7,Fragil
3,629,1.6,Fragil
1,565,5.0,Sin descripcion
1,895,1.3,Sin descripcion
3,2829,10.1,Sin descripcion
1,1181,10.6,Sin descripcion
2,986,1.5,Sin descripcion
2,1295,6.4,Fragil
2,3001,1.2,Fragil
3,2880,5.5,Sin descripcion
3,3305,6.8,Sin descripcion
4,437,4.2,Sin descripcion
4,442,8.6,Fragil
1,1571,7.2,Fragil
1,3681,10.1,Fragil
1,215,9.8,Fragil
2,322,1.2,Fragil
4,1017,3.7,Sin descripcion
2,2854,6.8,Sin descripcion
1,3025,3.8,Fragil
2,842,7.2,Sin descripcion
2,678,3.6,Sin descripcion
1,1779,10.0,Sin descripcion
1,471,7.8,Fragil
3,392,1.3,Fragil
1,1522,6.9,Fragil
3,2758,9.5,Sin descripcion
3,2720,1.0,Sin descripcion
1,547,8.6,Fragil
2,1551,1.1,Fragil
1,1812,2.0,Fragil
1,1693,4.9,Sin descripcion
2,3586,5.0,Fragil
1,966,1.3,Sin descripcion
2,3225,7.6,Sin descripcion
2,1329,10.5,Fragil
2,1345,7.6,Fragil
4,2911,6.1,Sin descripcion
1,724,1.8,Sin descripcion
2,256,7.4,Sin descripcion
1,3372,1.9,Fragil
2,3264,8.2,Fragil
1,2084,8.2,Sin descripcion
3,3378,10.2,Sin descripcion
1,2986,8.2,Sin descripcion
1,3448,6.0,Sin descripcion
2,2971,10.6,Fragil
1,3135,3.2,Sin descripcion
2,302,6.6,Sin descripcion
2,3584,10.0,Sin descripcion
2,3410,5.8,Fragil
1,542,7.8,Fragil
2,839,5.1,Sin descripcion
3,966,9.2,Sin descripcion
1,1146,9.4,Fragil
1,2805,8.7,Sin descripcion
1,3037,2.5,Sin descripcion
1,2030,5.2,Fragil
4,999,2.1,Fragil
4,2961,7.3,Sin descripcion
2,2711,9.1,Fragil
2,3173,2.4,Sin descripcion
3,1186,9.3,Fragil
3,2550,10.9,Sin descripcion
1,874,5.1,Sin descripcion
1,234,9.8,Fragil
1,1588,2.5,Sin descripcion
1,1529,2.6,Sin descripcion
4,759,10.1,Fragil
1,1514,2.7,Fragil
4,3301,6.9,Fragil
1,1621,1.4,Fragil
3,2442,10.2,Sin descripcion
1,2392,7.4,Fragil
2,3572,10.7,Fragil
2,3603,4.9,Sin descripcion
1,1184,4.5,Fragil
4,2541,3.4,Fragil
1,2260,1.7,Sin descripcion
2,3070,6.9,Fragil
1,1035,8.1,Sin descripcion
2,3356,6.5,Fragil
1,685,1.4,Fragil
3,268,10.7,Fragil
3,1732,4.6,Fragil
1,3203,10.3,Sin descripcion
2,1731,3.1,Fragil
1,2853,3.7,Fragil
2,2044,5.0,Sin descripcion
3,1958,8.8,Sin descripcion
1,1336,10.7,Fragil
1,3567,7.5,Fragil
1,2583,7.4,Sin descripcion
2,3520,9.2,Sin descripcion
3,501,1.8,Fragil
2,1513,2.6,Sin descripcion
1,10,2.8,Fragil
2,1369,7.8,Fragil
3,872,8.7,Sin descripcion
2,1213,5.5,Fragil
2,1447,3.2,Sin descripcion
1,3396,9.0,Fragil
2,1327,3.2,Fragil
3,2238,1.5,Sin descripcion
1,2540,8.2,Fragil
1,145,4.5,Sin descripcion
3,3423,8.7,Fragil
1,3147,6.9,Sin descripcion
1,1838,2.2,Fragil
3,2119,10.8,Sin descripcion
2,587,3.1,Sin descripcion
3,140,1.9,Fragil
3,1068,9.8,Fragil
4,1103,7.4,Fragil
1,1313,9.3,Sin descripcion
2,1703,3.8,Fragil
3,124,8.5,Sin descripcion
1,1532,1.2,Sin descripcion
4,424,8.3,Sin descripcion
2,2436,5.4,Fragil
1,2982,4.9,Fragil
2,1134,7.7,Fragil
1,370,10.9,Sin descripcion
2,3690,2.0,Sin descripcion
2,3263,7.0,Fragil
3,3264,7.6,Sin descripcion
1,1624,9.3,Sin descripcion
2,2307,9.7,Sin descripcion
2,1405,10.1,Fragil
3,3333,5.2,Sin descripcion
1,2459,1.1,Sin descripcion
2,362,10.9,Fragil
4,3264,9.4,Sin descripcion
2,3675,2.0,Fragil
3,3594,3.4,Sin descripcion
2,373,5.9,Fragil
2,1388,6.4,Fragil
1,2530,8.1,Sin descripcion
2,1721,7.5,Sin descripcion
1,2171,2.4,Sin descripcion
2,1424,7.8,Fragil
2,1884,1.3,Fragil
3,1850,9.3,Fragil
2,2625,9.4,Fragil
1,3368,1.0,Sin descripcion
1,3234,8.6,Fragil
1,3578,5.7,Sin descripcion
1,2757,5.8,Fragil
4,2067,5.1,Fragil
1,1684,3.6,Fragil
3,3464,6.5,Fragil
3,3110,9.9,Fragil
2,3181,1.1,Fragil
2,1945,6.9,Sin descripcion
1,2083,9.7,Fragil
2,1217,3.3,Sin descripcion
1,1767,2.5,Sin descripcion
1,3116,4.6,Fragil
2,625,5.4,Fragil
2,1825,10.6,Fragil
2,344,2.5,Sin descripcion
2,1512,7.8,Fragil
2,2158,10.8,Fragil
1,2302,2.8,Sin descripcion
3,1341,9.4,Sin descripcion
1,949,6.5,Sin descripcion
2,2751,10.0,Fragil
2,3208,3.4,Sin descripcion
1,2449,7.8,Fragil
1,2652,7.1,Fragil
1,2466,4.6,Fragil
1,877,6.3,Fragil
1,3429,3.2,Sin descripcion
1,1872,9.8,Fragil
2,3130,7.6,Sin descripcion
2,89,2.7,Sin descripcion
1,2950,4.0,Sin descripcion
3,1174,7.9,Sin descripcion
1,2312,7.9,Fragil
2,1096,1.4,Sin descripcion
3,2020,6.3,Fragil
1,3238,5.9,Sin descripcion
1,799,9.5,Sin descripcion
2,1772,1.8,Sin descripcion
2,1018,9.2,Fragil
2,1270,7.8,Sin descripcion
2,2003,5.3,Fragil
1,569,10.2,Sin descripcion
3,355,4.9,Sin descripcion
3,475,4.8,Fragil
1,2581,10.2,Fragil
2,3071,4.4,Sin descripcion
2,469,1.2,Fragil
3,1700,10.9,Fragil
4,638,8.8,Fragil
1,3160,5.0,Sin descripcion
1,272,1.3,Sin descripcion
1,3554,9.8,Sin descripcion
4,604,5.2,Sin descripcion
1,699,6.9,Sin descripcion
1,1224,4.4,Sin descripcion
2,471,8.7,Sin descripcion
1,837,5.4,Fragil
1,476,7.5,Fragil
2,3387,10.1,Sin descripcion
1,2625,8.3,Fragil
2,2553,7.3,Fragil
1,1378,7.5,Fragil
1,2588,10.1,Sin descripcion
1,108,9.7,Sin descripcion
1,994,5.1,Sin descripcion
3,343,8.8,Sin descripcion
1,1627,3.2,Fragil
1,3370,10.1,Fragil
2,2223,4.9,Fragil
4,2050,3.6,Sin descripcion
4,1669,6.4,Sin descripcion
2,187,6.4,Fragil
4,2556,6.5,Fragil
1,1380,7.1,Fragil
2,2362,10.9,Fragil
1,3407,7.0,Fragil
1,1221,2.8,Fragil
2,2963,3.2,Sin descripcion
1,1551,1.4,Fragil
1,1410,1.8,Sin descripcion
2,3462,6.2,Sin descripcion
1,2445,3.7,Sin descripcion
2,1873,1.5,Fragil
3,298,6.8,Fragil
1,2167,7.4,Fragil
2,2862,1.0,Fragil
1,1393,9.2,Fragil
3,3165,7.5,Fragil
3,3148,5.7,Sin descripcion
2,355,10.7,Fragil
2,1084,9.8,Fragil
4,2509,4.9,Sin descripcion
4,79,3.4,Fragil
3,2640,5.4,Fragil
2,3249,8.7,Sin descripcion
1,2189,6.7,Sin descripcion
2,3329,4.1,Sin descripcion
3,2226,3.2,Fragil
1,3281,1.6,Sin descripcion
1,2274,3.4,Fragil
3,205,5.0,Fragil
2,3087,9.2,Fragil
3,1183,10.9,Sin descripcion
2,416,6.1,Sin descripcion
1,3010,6.6,Sin descripcion
2,2445,8.3,Fragil
2,2332,6.9,Fragil
2,1386,6.4,Sin descripcion
1,2563,10.0,Sin descripcion
3,1623,9.9,Sin descripcion
2,753,2.3,Fragil
2,3089,1.5,Sin descripcion
4,1839,5.2,Fragil
2,3229,6.2,Sin descripcion
1,3305,6.9,Fragil
2,2843,4.1,Sin descripcion
4,778,4.5,Fragil
1,1111,7.9,Fragil
2,3058,3.1,Sin descripcion
1,2560,9.3,Fragil
2,973,2.9,Sin descripcion
2,3461,1.4,Fragil
4,1688,8.2,Sin descripcion
1,3354,4.0,Fragil
2,567,2.0,Fragil
3,474,5.9,Sin descripcion
1,3350,9.3,Sin descripcion
1,583,5.7,Sin descripcion
1,3613,2.1,Fragil
1,3611,3.9,Fragil
1,287,4.2,Fragil
2,1069,8.4,Sin descripcion
1,1377,2.2,Sin descripcion
2,3649,6.8,Fragil
2,20,5.2,Sin descripcion
1,2250,9.9,Sin descripcion
3,19,2.9,Sin descripcion
1,2121,10.9,Sin descripcion
1,3633,2.7,Sin descripcion
1,3550,8.4,Fragil
1,2252,8.6,Sin descripcion
2,1687,8.5,Sin descripcion
1,1396,5.4,Fragil
3,1405,9.7,Fragil
1,126,7.6,Sin descripcion
1,482,3.9,Fragil
2,2095,10.8,Sin descripcion
1,3049,9.4,Sin descripcion
1,2176,5.9,Fragil
2,1767,6.7,Fragil
1,2462,4.6,Sin descripcion
4,2090,1.4,Sin descripcion
2,3184,1.4,Sin descripcion
2,1361,2.2,Fragil
1,3325,7.5,Sin descripcion
1,1214,1.8,Fragil
2,2178,6.9,Sin descripcion
3,1795,3.2,Fragil
3,294,4.5,Fragil
2,1916,6.8,Fragil
1,1215,4.6,Sin descripcion
4,1206,10.2,Sin descripcion
2,2629,2.3,Sin descripcion
2,2343,7.3,Fragil
2,1693,2.8,Fragil
3,3247,7.5,Sin descripcion
2,767,8.4,Fragil
1,3271,7.8,Sin descripcion
2,315,3.3,Fragil
1,421,5.7,Fragil
1,1032,5.9,Sin descripcion
4,3647,3.0,Sin descripcion
2,734,10.3,Fragil
3,2352,3.2,Fragil
4,1242,6.5,Fragil
2,2063,10.4,Sin descripcion
2,3135,1.0,Fragil
1,1078,5.5,Fragil
2,1415,9.6,Fragil
3,1919,4.6,Fragil
3,1011,9.9,Sin descripcion
1,1162,1.2,Fragil
1,3694,7.7,Fragil
1,946,2.2,Sin descripcion
1,2173,4.7,Fragil
3,2201,8.6,Sin descripcion
2,887,1.8,Fragil
1,2420,3.6,Sin descripcion
1,1144,5.8,Fragil
2,155,4.8,Fragil
3,1685,9.7,Sin descripcion
2,1471,8.9,Fragil
3,1028,6.6,Fragil
3,300,10.8,Fragil
4,1141,1.0,Sin descripcion
2,2707,2.7,Sin descripcion
2,693,2.5,Sin descripcion
2,3057,5.1,Fragil
3,2721,5.8,Fragil
3,3658,10.8,Fragil
2,1817,3.7,Sin descripcion
2,1779,7.2,Fragil
4,1343,10.0,Sin descripcion
1,205,1.5,Fragil
1,1523,3.8,Fragil
1,3058,7.9,Sin descripcion
1,584,3.2,Fragil
4,106,4.2,Sin descripcion
4,3662,9.7,Sin descripcion
1,2662,9.9,Sin descripcion
3,197,9.9,Sin descripcion
1,3568,4.1,Fragil
1,2801,2.1,Fragil
1,3498,9.7,Sin descripcion
1,3703,2.1,Fragil
4,503,4.0,Fragil
2,2152,7.7,Sin descripcion
1,1169,10.3,Fragil
4,2373,7.0,Fragil
1,1696,6.0,Fragil
2,2241,9.2,Fragil
1,1112,5.4,Fragil
1,1857,4.9,Fragil
4,122,2.1,Fragil
1,501,4.3,Fragil
1,2872,8.7,Sin descripcion
3,1550,6.6,Fragil
3,1887,1.5,Fragil
3,1357,3.3,Sin descripcion
3,152,8.3,Fragil
2,1068,10.0,Sin descripcion
1,3395,10.1,Sin descripcion
3,1252,5.1,Fragil
3,3229,2.2,Fragil
3,3413,5.6,Sin descripcion
1,2277,2.7,Fragil
1,1493,3.5,Fragil
2,2621,5.8,Fragil
1,3671,9.1,Sin descripcion
3,3472,10.1,Sin descripcion
1,1632,9.5,Fragil
3,2415,2.3,Fragil
1,1520,7.7,Fragil
1,2527,8.7,Sin descripcion
2,1003,4.1,Fragil
1,2262,2.4,Fragil
2,2678,2.9,Fragil
4,1779,9.5,Fragil
3,1361,1.6,Fragil
3,2171,10.6,Sin descripcion
3,2718,7.8,Sin descripcion
2,671,7.7,Fragil
1,889,2.2,Fragil
2,1330,2.6,Fragil
2,2592,6.1,Sin descripcion
1,3055,7.7,Sin descripcion
3,3681,3.6,Sin descripcion
2,2313,2.7,Fragil
2,2793,9.8,Fragil
2,583,3.5,Sin descripcion
2,1597,5.3,Sin descripcion
1,3270,10.3,Sin descripcion
1,450,9.3,Fragil
2,1528,4.8,Fragil
1,1503,10.0,Sin descripcion
2,1827,6.4,Fragil
1,119,6.0,Fragil
1,3167,6.6,Fragil
2,1666,9.8,Sin descripcion
3,3077,2.4,Sin descripcion
3,1366,5.5,Sin descripcion
2,1272,7.8,Fragil
4,2719,3.1,Fragil
1,1168,1.8,Sin descripcion
2,2536,4.0,Fragil
1,2321,5.9,Fragil
1,1972,8.1,Fragil
1,3680,6.2,Sin descripcion
1,974,3.4,Fragil
1,3169,2.1,Sin descripcion
1,397,6.4,Fragil
3,2402,4.2,Fragil
2,1643,8.6,Fragil
2,1362,10.2,Fragil
1,3101,1.2,Fragil
1,3206,5.9,Fragil
2,57,5.4,Sin descripcion
4,2260,10.0,Fragil
2,629,10.4,Fragil
2,2912,7.8,Sin descripcion
2,3287,3.2,Fragil
3,61,2.0,Fragil
3,960,6.4,Sin descripcion
4,3287,9.3,Sin descripcion
1,502,5.0,Fragil
4,1257,2.3,Fragil
1,1969,7.9,Sin descripcion
3,237,8.1,Fragil
1,1419,9.1,Sin descripcion
2,800,4.8,Sin descripcion
3,487,6.7,Sin descripcion
2,2150,1.8,Fragil
1,1481,1.3,Sin descripcion
3,655,6.3,Fragil
2,1565,9.9,Fragil
2,907,3.0,Sin descripcion
3,2223,1.1,Fragil
3,3040,5.8,Fragil
1,827,7.5,Fragil
2,1127,6.4,Fragil
3,2451,5.4,Fragil
1,358,7.5,Fragil
3,2409,4.1,Sin descripcion
1,558,5.7,Fragil
3,222,3.1,Sin descripcion
1,1307,10.9,Fragil
2,943,3.5,Fragil
2,2992,10.6,Sin descripcion
3,3448,6.8,Sin descripcion
2,208,5.5,Sin descripcion
3,1050,5.1,Sin descripcion
1,3166,7.8,Fragil
1,3198,9.5,Fragil
1,3711,5.9,Fragil
3,1009,3.9,Fragil
2,3224,8.1,Sin descripcion
1,2883,9.3,Sin descripcion
2,1672,8.2,Fragil
1,869,10.7,Sin descripcion
1,3528,8.2,Fragil
4,1453,9.0,Sin descripcion
2,2559,7.3,Fragil
2,995,4.0,Sin descripcion
1,233,3.1,Sin descripcion
1,282,6.2,Sin descripcion
1,42,5.4,Sin descripcion
3,1266,1.3,Fragil
1,3706,5.1,Fragil
3,1852,6.2,Sin descripcion
4,885,2.7,Fragil
2,765,6.9,Sin descripcion
2,692,4.9,Sin descripcion
3,3477,7.8,Fragil
4,566,8.9,Sin descripcion
2,3671,6.0,Sin descripcion
4,1262,4.8,Fragil
2,3013,3.8,Sin descripcion
2,2155,3.8,Sin descripcion
2,997,5.4,Sin descripcion
1,2501,10.7,Fragil
3,2942,5.1,Sin descripcion
2,1549,2.9,Fragil
2,2175,8.5,Fragil
2,1144,10.4,Fragil
3,1424,8.3,Sin descripcion
1,2777,5.5,Fragil
3,488,8.8,Fragil
2,3353,6.6,Fragil
1,854,5.2,Fragil
1,130,2.6,Fragil
1,3202,7.8,Fragil
3,2558,10.0,Sin descripcion
2,1930,3.3,Sin descripcion
2,403,1.0,Sin descripcion
1,498,3.2,Fragil
1,748,5.5,Sin descripcion
2,1720,10.1,Fragil
1,2972,3.4,Sin descripcion
3,671,7.0,Sin descripcion
4,3427,3.2,Sin descripcion
2,3140,4.0,Sin descripcion
1,1330,3.2,Sin descripcion
2,2788,5.1,Fragil
1,805,6.7,Sin descripcion
4,1479,7.0,Sin descripcion
1,2532,1.6,Sin descripcion
2,2578,2.7,Sin descripcion
1,2202,2.5,Fragil
2,843,10.5,Fragil
1,3688,4.0,Fragil
1,1366,5.6,Sin descripcion
1,3666,1.5,Fragil
2,2554,7.4,Sin descripcion
2,1222,9.9,Fragil
1,1508,6.2,Sin descripcion
2,2001,8.4,Sin descripcion
3,3249,2.9,Fragil
4,152,9.8,Sin descripcion
4,953,9.4,Fragil
1,543,7.9,Sin descripcion
1,151,4.1,Fragil
2,669,3.0,Sin descripcion
1,707,10.2,Sin descripcion
4,1701,3.6,Fragil
2,1546,6.3,Fragil
3,1866,8.7,Fragil
3,460,3.5,Fragil
2,2260,9.7,Sin descripcion
3,1658,10.5,Fragil
1,467,8.9,Fragil
3,2801,1.7,Sin descripcion
4,1702,1.3,Sin descripcion
3,1597,9.5,Fragil
1,2314,6.1,Sin descripcion
1,3326,8.2,Fragil
1,120,2.0,Sin descripcion
2,531,1.6,Fragil
3,1555,10.0,Fragil
1,2461,6.0,Fragil
1,1437,7.4,Fragil
1,3185,10.9,Fragil
1,2168,8.4,Fragil
1,2179,2.1,Fragil
1,3329,9.3,Sin descripcion
2,2201,10.2,Sin descripcion
2,253,8.1,Fragil
1,1737,4.4,Sin descripcion
2,3066,6.3,Fragil
3,770,4.2,Fragil
3,2909,10.6,Sin descripcion
3,153,9.8,Sin descripcion
1,672,5.9,Fragil
4,2662,10.8,Fragil
2,514,5.3,Fragil
2,1409,3.6,Fragil
2,3099,1.1,Fragil
3,3104,4.7,Sin descripcion
3,1376,1.4,Sin descripcion
2,221,6.8,Sin descripcion
3,875,4.2,Fragil
1,2913,4.7,Fragil
3,3410,8.1,Sin descripcion
1,503,6.5,Fragil
2,131,10.3,Fragil
2,3378,2.6,Sin descripcion
1,2040,7.6,Fragil
2,2990,10.1,Sin descripcion
1,899,5.0,Fragil
1,3719,2.8,Sin descripcion
1,2734,7.1,Fragil
1,1959,2.3,Fragil
1,696,5.3,Fragil
3,2387,1.7,Sin descripcion
1,3663,5.8,Sin descripcion
2,3545,7.8,Fragil
1,1415,10.3,Fragil
2,1016,9.4,Fragil
1,2531,3.7,Sin descripcion
1,3507,8.1,Fragil
3,646,5.5,Sin descripcion
1,3665,7.7,Fragil
4,1673,3.8,Sin descripcion
1,738,9.4,Sin descripcion
1,3054,1.5,Fragil
1,875,6.1,Sin descripcion
3,198,1.9,Sin descripcion
1,1297,8.7,Sin descripcion
1,3560,6.2,Sin descripcion
1,3074,9.0,Sin descripcion
4,1177,6.4,Fragil
2,472,3.9,Sin descripcion
1,1766,6.8,Fragil
2,942,8.2,Fragil
1,1610,9.6,Fragil
4,1998,6.7,Fragil
1,2382,4.0,Sin descripcion
2,2958,2.4,Sin descripcion
4,607,1.0,Fragil
2,2257,7.1,Sin descripcion
3,1645,8.7,Fragil
1,1175,10.3,Fragil
3,3526,2.6,Fragil
1,678,10.7,Sin descripcion
4,2086,4.9,Sin descripcion
1,2158,1.3,Sin descripcion
1,930,6.6,Fragil
1,2201,5.4,Sin descripcion
1,326,4.9,Sin descripcion
3,746,9.8,Sin descripcion
3,2537,10.4,Sin descripcion
3,234,5.6,Fragil
4,92,6.8,Fragil
1,527,8.2,Fragil
3,2497,2.3,Sin descripcion
4,1676,9.4,Sin descripcion
1,1922,4.4,Sin descripcion
4,256,10.4,Sin descripcion
3,479,4.8,Sin descripcion
1,2245,9.2,Sin descripcion
1,2125,6.4,Fragil
2,3163,4.9,Sin descripcion
3,2255,3.7,Fragil
3,943,3.6,Fragil
